Draft,Round,Pick,Name,Position,Signing Bonus,School Type,MLB Debut,Years in MLB,Active,Last Year,Age at Draft,Rookie Year,Bats,Throws
2024,1,1,Travis Bazzana,Batter,"$8,950,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Right
2024,1,2,Chase Burns,Batter,"$9,250,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,1,3,Charlie Condon,Batter,"$9,250,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,1,4,Nick Kurtz,Batter,"$7,000,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Left
2024,1,5,Hagen Smith,Batter,"$8,000,000",4Yr,N/A,N/A,TRUE,2024,20,N/A,Left,Left
2024,1,6,Jac Caglianone,Batter,"$7,497,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Left
2024,1,7,JJ Wetherholt,Batter,"$6,900,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Right
2024,1,8,Christian Moore,Batter,"$4,997,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,1,9,Konnor Griffin,Batter,"$6,532,025",HS,N/A,N/A,TRUE,2024,21,N/A,Right,
2024,1,10,Seaver King,Batter,"$5,150,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,1,11,Bryce Rainer,Batter,"$5,797,500",HS,N/A,N/A,TRUE,2024,21,N/A,Right,
2024,1,12,Braden Montgomery,Batter,"$5,000,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Both,Right
2024,1,13,James Tibbs,Batter,"$4,747,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Left
2024,1,14,Cam Smith,Batter,"$5,070,700",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,1,15,Jurrangelo Cijntje,Batter,"$4,880,900",4Yr,N/A,N/A,TRUE,2024,21,N/A,Both,Both
2024,1,16,PJ Morlando,Batter,"$3,400,000",HS,N/A,N/A,TRUE,2024,19,N/A,Left,Right
2024,1,17,Braylon Payne,Batter,"$3,440,000",HS,N/A,N/A,TRUE,2024,19,N/A,Left,
2024,1,18,Theo Gillen,Batter,"$4,370,400",HS,N/A,N/A,TRUE,2024,18,N/A,Left,Right
2024,1,19,Carson Benge,Batter,"$3,997,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Right
2024,1,20,Trey Yesavage,Batter,"$4,175,000",4Yr,N/A,N/A,TRUE,2024,20,N/A,Right,Right
2024,1,21,Kaelen Culpepper,Batter,"$3,934,400",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,1,22,Vance Honeycutt,Batter,"$4,000,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,1,23,Kellon Lindsey,Batter,"$3,297,500",HS,N/A,N/A,TRUE,2024,21,N/A,Right,
2024,1,24,Cam Caminiti,Batter,"$3,553,800",HS,N/A,N/A,TRUE,2024,17,N/A,Left,Left
2024,1,25,Kash Mayfield,Batter,"$3,442,100",HS,N/A,N/A,TRUE,2024,17,N/A,Left,
2024,1,26,Ben Hess,Batter,"$2,747,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,1,27,Dante Nori,Batter,"$2,497,500",HS,N/A,N/A,TRUE,2024,19,N/A,Left,Left
2024,1,28,Walker Janek,Batter,"$3,130,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,1,29,Slade Caldwell,Batter,"$3,087,000",HS,N/A,N/A,TRUE,2024,21,N/A,Left,
2024,1,30,Malcolm Moore,Batter,"$3,000,000",4Yr,N/A,N/A,TRUE,2024,20,N/A,Left,Right
2024,1,31,Ryan Waldschmidt,Batter,"$2,904,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,1,32,Griff O'Ferrall,Batter,"$2,697,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,1,33,Kyle DeBarge,Batter,"$2,400,000",4Yr,N/A,N/A,TRUE,2024,20,N/A,Right,Right
2024,1,34,Blake Burke,Batter,"$2,100,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Left
2024,1,35,JD Dix,Batter,"$2,150,000",HS,N/A,N/A,TRUE,2024,21,N/A,Right,
2024,1,36,Braylon Doughty,Batter,"$2,569,200",HS,N/A,N/A,TRUE,2024,21,N/A,Right,
2024,1,37,Levi Sterling,Batter,"$2,508,900",HS,N/A,N/A,TRUE,2024,21,N/A,Right,
2024,1,38,Brody Brecht,Batter,"$2,700,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,1,39,Caleb Lomavita,Batter,"$2,325,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,2,1,Tommy White,Batter,"$3,000,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,2,2,David Shields,Batter,"$2,300,000",HS,N/A,N/A,TRUE,2024,21,N/A,Left,
2024,2,3,Jared Thomas,Batter,"$2,000,000",4Yr,N/A,N/A,TRUE,2024,20,N/A,Left,Left
2024,2,4,Caleb Bonemer,Batter,"$2,997,500",HS,N/A,N/A,TRUE,2024,20,N/A,Right,
2024,2,5,Luke Dickerson,Batter,"$3,800,000",HS,N/A,N/A,TRUE,2024,20,N/A,Right,
2024,2,6,Chris Cortez,Batter,"$1,597,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,2,7,Jonathan Santucci,Batter,"$2,031,700",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Left
2024,2,8,Wyatt Sanford,Batter,"$2,497,500",HS,N/A,N/A,TRUE,2024,21,N/A,Right,
2024,2,9,Jacob Cozart,Batter,"$2,050,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Right
2024,2,10,Owen Hall,Batter,"$1,747,500",HS,N/A,N/A,TRUE,2024,21,N/A,Right,
2024,2,11,Payton Tolle,Batter,"$2,000,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Left
2024,2,12,Tyson Lewis,Batter,"$3,047,500",HS,N/A,N/A,TRUE,2024,21,N/A,Right,
2024,2,13,Boston Bateman,Batter,"$2,500,000",HS,N/A,N/A,TRUE,2024,21,N/A,Left,
2024,2,14,Bryce Cunningham,Batter,"$2,297,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,2,15,Cole Mathis,Batter,"$1,681,200",4Yr,N/A,N/A,TRUE,2024,20,N/A,Right,Right
2024,2,16,Ryan Sloan,Batter,"$3,000,000",HS,N/A,N/A,TRUE,2024,20,N/A,Right,
2024,2,17,Carter Johnson,Batter,"$2,800,000",HS,N/A,N/A,TRUE,2024,18,N/A,Left,Right
2024,2,18,Bryce Meccage,Batter,"$2,500,000",HS,N/A,N/A,TRUE,2024,18,N/A,Right,
2024,2,19,Émilien Pitre,Batter,"$1,522,700",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Right
2024,2,20,Khal Stephen,Batter,"$1,116,750",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,2,21,Billy Amick,Batter,"$1,453,700",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,2,22,Ethan Anderson,Batter,"$1,172,500",4Yr,N/A,N/A,TRUE,2024,20,N/A,Both,Right
2024,2,23,Carter Holton,Batter,"$1,347,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Left
2024,2,24,Griffin Burkholder,Batter,"$2,497,500",HS,N/A,N/A,TRUE,2024,18,N/A,Right,Right
2024,2,25,Ivan Luciano,Batter,"$990,000",HS,N/A,N/A,TRUE,2024,18,N/A,Right,
2024,2,26,Dylan Dreiling,Batter,"$1,287,600",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Left
2024,2,27,Tyler Bell,Batter,,HS,N/A,N/A,TRUE,2024,21,N/A,Right,
2024,2,28,Chris Levonas,Batter,,HS,N/A,N/A,TRUE,2024,21,N/A,Right,
2024,2,29,Blake Larson,Batter,"$1,397,500",HS,N/A,N/A,TRUE,2024,21,N/A,Left,
2024,2,30,Dasan Hill,Batter,"$1,997,500",HS,N/A,N/A,TRUE,2024,21,N/A,Left,
2024,2,31,Aiden May,Batter,"$900,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,2,32,Luke Holman,Batter,"$997,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,2,33,Ethan Schiefelbein,Batter,"$1,797,500",HS,N/A,N/A,TRUE,2024,21,N/A,Left,
2024,2,34,Gage Jump,Batter,"$2,000,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Left
2024,2,35,Ryan Johnson,Batter,"$1,747,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Both,Right
2024,3,1,Joshua Kuroda-Grauer,Batter,"$1,043,900",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,3,2,Drew Beam,Batter,"$1,097,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,3,3,Cole Messina,Batter,"$1,011,900",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,3,4,Nick McLain,Batter,"$800,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Both,Left
2024,3,5,Kevin Bazzell,Batter,"$980,300",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,3,6,Brian Holiday,Batter,"$800,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,3,7,Ryan Prager,Batter,,4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Left
2024,3,8,Nate Dohm,Batter,"$797,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,3,9,Josh Hartle,Batter,"$850,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Left
2024,3,10,Joey Oakie,Batter,"$2,000,000",HS,N/A,N/A,TRUE,2024,21,N/A,Right,
2024,3,11,Josh Randall,Batter,"$697,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,3,12,Brandon Neely,Batter,"$700,000",4Yr,N/A,N/A,TRUE,2024,20,N/A,Right,Right
2024,3,13,Mike Sirota,Batter,"$863,300",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,3,14,Cobb Hightower,Batter,"$852,300",HS,N/A,N/A,TRUE,2024,21,N/A,Right,
2024,3,15,Thatcher Hurd,Batter,"$836,400",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,3,16,Ronny Cruz,Batter,"$620,000",HS,N/A,N/A,TRUE,2024,21,N/A,Right,
2024,3,17,Hunter Cranton,Batter,"$50,000",4Yr,N/A,N/A,TRUE,2024,23,N/A,Right,Right
2024,3,18,Gage Miller,Batter,"$800,800",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,3,19,Jaron DeBerry,Batter,"$25,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,3,20,Nathan Flewelling,Batter,"$774,000",HS,N/A,N/A,TRUE,2024,17,N/A,Left,Right
2024,3,21,Johnny King,Batter,"$1,247,500",HS,N/A,N/A,TRUE,2024,17,N/A,Left,
2024,3,22,Khadim Diaw,Batter,"$597,500",4Yr,N/A,N/A,TRUE,2024,20,N/A,Right,Right
2024,3,23,Austin Overn,Batter,"$847,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Right
2024,3,24,Chase Harlan,Batter,"$1,747,500",HS,N/A,N/A,TRUE,2024,21,N/A,Right,
2024,3,25,Luke Sinnard,Batter,"$735,300",4Yr,N/A,N/A,FALSE,2023,21,N/A,Right,Right
2024,3,26,John Spikerman,Batter,"$672,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Both,Right
2024,3,27,Ryan Forcucci,Batter,"$997,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,3,28,Daniel Eagen,Batter,"$650,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,3,29,Casey Cook,Batter,"$700,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Right
2024,4,1,Rodney Green,Batter,"$1,000,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Left
2024,4,2,L.P. Langevin,Batter,"$597,500",4Yr,N/A,N/A,TRUE,2024,20,N/A,Left,Right
2024,4,3,Blake Wright,Batter,"$250,000",4Yr,N/A,N/A,TRUE,2024,22,N/A,Right,Right
2024,4,4,Casey Saucke,Batter,"$847,500",4Yr,N/A,N/A,TRUE,2024,20,N/A,Right,Right
2024,4,5,Jackson Kent,Batter,"$625,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Left
2024,4,6,Ryan Campos,Batter,"$669,300",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Right
2024,4,7,Austin Gordon,Batter,"$572,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,4,8,Eli Serrano,Batter,"$697,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Left
2024,4,9,Eddie Rynders,Batter,"$647,200",HS,N/A,N/A,TRUE,2024,18,N/A,Left,Right
2024,4,10,Rafe Schlesinger,Batter,"$466,900",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Left
2024,4,11,Michael Massey,Batter,"$522,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,4,12,Zach Ehrhard,Batter,"$500,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,4,13,Dakota Jordan,Batter,"$1,997,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,4,14,Peyton Stovall,Batter,"$625,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Right
2024,4,15,Tyson Neighbors,Batter,"$600,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,4,16,Gage Ziehl,Batter,"$637,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,4,17,Ty Southisene,Batter,"$1,000,000",HS,N/A,N/A,TRUE,2024,21,N/A,Right,
2024,4,18,Josh Caron,Batter,"$594,000",4Yr,N/A,N/A,TRUE,2024,20,N/A,Right,Right
2024,4,19,Fenwick Trimble,Batter,"$550,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,4,20,Marco Dinges,Batter,"$500,000",4Yr,N/A,N/A,TRUE,2024,20,N/A,Right,Right
2024,4,21,Nate Knowles,Batter,"$397,500",4Yr,N/A,N/A,TRUE,2024,20,N/A,Right,Right
2024,4,22,Sean Keys,Batter,"$569,700",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Right
2024,4,23,Jaime Ferrer,Batter,"$425,550",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,4,24,Chase Allsup,Batter,"$522,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,4,25,Jakob Wright,Batter,"$553,800",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Left
2024,4,26,Herick Hernandez,Batter,"$472,500",4Yr,N/A,N/A,TRUE,2024,20,N/A,Left,Left
2024,4,27,Carson DeMartini,Batter,"$542,900",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Right
2024,4,28,Parker Smith,Batter,"$447,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,4,29,Tytus Cissell,Batter,"$800,000",HS,N/A,N/A,TRUE,2024,21,N/A,Right,
2024,4,30,David Hagaman,Batter,"$515,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,4,31,Kavares Tears,Batter,"$525,200",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Left
2024,4,32,Clark Candiotti,Batter,"$80,000",4Yr,N/A,N/A,TRUE,2024,23,N/A,Right,Right
2024,4,33,Nick Mitchell,Batter,"$467,500",4Yr,N/A,N/A,TRUE,2024,20,N/A,Left,Right
2024,5,1,Sam Stuhr,Batter,"$510,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,5,2,A.J. Causey,Batter,"$477,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,5,3,Lebarron Johnson,Batter,"$500,000",4Yr,N/A,N/A,TRUE,2024,22,N/A,Right,Right
2024,5,4,Sam Antonacci,Batter,"$572,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Right
2024,5,5,Randal Diaz,Batter,"$420,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,5,6,Braden Davis,Batter,"$485,700",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Left
2024,5,7,Dylan Jordan,Batter,"$1,247,500",HS,N/A,N/A,TRUE,2024,21,N/A,Right,
2024,5,8,Trey Snyder,Batter,"$1,322,500",HS,N/A,N/A,TRUE,2024,18,N/A,Right,Right
2024,5,9,Will Taylor,Batter,"$497,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,5,10,Aidan Major,Batter,"$425,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,5,11,Jack Penney,Batter,"$397,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Right
2024,5,12,Brandon Clarke,Batter,"$400,000",JC,N/A,N/A,FALSE,2023,21,N/A,Left,Left
2024,5,13,Jakob Christian,Batter,"$397,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,5,14,Tristan Smith,Batter,"$600,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Left
2024,5,15,Kale Fountain,Batter,"$1,700,000",HS,N/A,N/A,TRUE,2024,21,N/A,Right,
2024,5,16,Greysen Carter,Batter,"$440,100",4Yr,N/A,N/A,TRUE,2024,21,N/A,Both,Right
2024,5,17,Ariel Armas,Batter,"$375,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,5,18,Charlie Beilenson,Batter,"$25,000",4Yr,N/A,N/A,TRUE,2024,24,N/A,Right,Right
2024,5,19,Grant Shepardson,Batter,"$897,500",HS,N/A,N/A,TRUE,2024,24,N/A,Right,
2024,5,20,John Holobetz,Batter,"$322,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,5,21,Jacob Kmatz,Batter,"$397,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,5,22,Jackson Wentworth,Batter,"$412,100",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,5,23,Caden Kendle,Batter,"$147,500",4Yr,N/A,N/A,TRUE,2024,22,N/A,Right,Right
2024,5,24,Ryan Stafford,Batter,"$404,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,5,25,Nick Montgomery,Batter,"$997,500",HS,N/A,N/A,TRUE,2024,21,N/A,Right,
2024,5,26,Carter Mathison,Batter,"$447,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Left
2024,5,27,Cole Hertzler,Batter,"$393,700",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,5,28,Connor Foley,Batter,"$1,000,000",4Yr,N/A,N/A,TRUE,2024,20,N/A,Right,Right
2024,5,29,Devin Fitz-Gerald,Batter,"$900,000",HS,N/A,N/A,TRUE,2024,20,N/A,Right,
2024,6,1,Josiah Romeo,Batter,"$550,000",HS,N/A,N/A,TRUE,2024,18,N/A,Right,Right
2024,6,2,Tanner Jones,Batter,"$379,600",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,6,3,Konner Eaton,Batter,"$378,900",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Left
2024,6,4,Jackson Appel,Batter,"$122,500",4Yr,N/A,N/A,TRUE,2024,22,N/A,Both,Right
2024,6,5,Davian Garcia,Batter,"$425,000",4Yr,N/A,N/A,TRUE,2024,20,N/A,Right,Right
2024,6,6,Josh Kross,Batter,"$369,100",4Yr,N/A,N/A,TRUE,2024,21,N/A,Both,Right
2024,6,7,Peyton Olejnik,Batter,"$197,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Right
2024,6,8,Corey Collins,Batter,"$272,500",4Yr,N/A,N/A,TRUE,2024,22,N/A,Left,Right
2024,6,9,Matt Ager,Batter,"$357,400",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,6,10,Caden Favors,Batter,"$75,000",4Yr,N/A,N/A,TRUE,2024,22,N/A,Right,Left
2024,6,11,Woody Hadeen,Batter,"$297,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Both,Right
2024,6,12,Blake Aita,Batter,"$300,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,6,13,Robert Hipwell,Batter,"$345,700",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Right
2024,6,14,Jacob Friend,Batter,"$272,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Right
2024,6,15,Darrien McDowell,Batter,"$50,000",4Yr,N/A,N/A,TRUE,2024,22,N/A,Right,Left
2024,6,16,Griffin Herring,Batter,"$797,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Left
2024,6,17,Ryan Gallagher,Batter,"$300,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Right
2024,6,18,Grant Knipp,Batter,"$275,000",4Yr,N/A,N/A,TRUE,2024,22,N/A,Right,Right
2024,6,19,Payton Green,Batter,"$328,800",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,6,20,Chandler Welch,Batter,"$237,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,6,21,Janzen Keisel,Batter,"$272,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Right
2024,6,22,Aaron Parker,Batter,"$297,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,6,23,Derek Bender,Batter,"$297,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,6,24,DJ Layton,Batter,"$715,800",HS,N/A,N/A,TRUE,2024,21,N/A,Right,
2024,6,25,Brooks Auger,Batter,"$197,500",4Yr,N/A,N/A,TRUE,2024,22,N/A,Right,Right
2024,6,26,Ethan Bagwell,Batter,"$822,500",HS,N/A,N/A,TRUE,2024,22,N/A,Right,
2024,6,27,Kodey Shojinaga,Batter,"$257,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,6,28,Caden Powell,Batter,"$422,500",JC,N/A,N/A,TRUE,2024,20,N/A,Right,Right
2024,6,29,Mason Marriott,Batter,"$241,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Right
2024,6,30,Garrett Horn,Batter,"$250,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Left
2024,7,1,Dylan Fien,Batter,"$550,000",HS,N/A,N/A,TRUE,2024,21,N/A,Right,
2024,7,2,Dennis Colleran,Batter,"$247,500",4Yr,N/A,N/A,TRUE,2024,20,N/A,Right,Right
2024,7,3,Fidel Ulloa,Batter,"$295,300",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,7,4,Phil Fox,Batter,"$197,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,7,5,Robert Cranz,Batter,"$190,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,7,6,Andrew Dutkanych,Batter,"$300,000",4Yr,N/A,N/A,TRUE,2024,20,N/A,Right,Right
2024,7,7,Bridger Holmes,Batter,"$215,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,7,8,Will Watson,Batter,"$281,300",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,7,9,Connor Wietgrefe,Batter,"$247,500",4Yr,N/A,N/A,TRUE,2024,22,N/A,Right,Left
2024,7,10,Cameron Sullivan,Batter,"$525,000",HS,N/A,N/A,TRUE,2024,22,N/A,Right,
2024,7,11,Jackson Strong,Batter,"$222,500",4Yr,N/A,N/A,TRUE,2024,20,N/A,Left,Left
2024,7,12,Will Turner,Batter,"$250,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Left
2024,7,13,Greg Farone,Batter,"$204,150",4Yr,N/A,N/A,TRUE,2024,22,N/A,Left,Left
2024,7,14,Myles Smith,Batter,"$247,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Right
2024,7,15,Kai Roberts,Batter,"$10,000",4Yr,N/A,N/A,TRUE,2024,23,N/A,Left,Right
2024,7,16,Wyatt Parliament,Batter,"$199,350",4Yr,N/A,N/A,TRUE,2024,20,N/A,Right,Right
2024,7,17,Ivan Brethowr,Batter,"$245,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,7,18,Brock Moore,Batter,"$200,000",4Yr,N/A,N/A,TRUE,2024,24,N/A,Right,Right
2024,7,19,Nick Brink,Batter,"$195,000",4Yr,N/A,N/A,TRUE,2024,22,N/A,Right,Right
2024,7,20,Mason Molina,Batter,"$254,900",4Yr,N/A,N/A,TRUE,2024,20,N/A,Right,Left
2024,7,21,Ryan Andrade,Batter,"$253,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,7,22,Austin Cates,Batter,"$222,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Right
2024,7,23,Eli Jones,Batter,"$212,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,7,24,Carson Dorsey,Batter,"$246,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Left
2024,7,25,Elijah Hainline,Batter,"$197,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,7,26,Brett Sears,Batter,"$12,500",4Yr,N/A,N/A,TRUE,2024,24,N/A,Right,Right
2024,7,27,Joel Dragoo,Batter,"$222,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,7,28,Joseph Sullivan,Batter,"$239,900",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Left
2024,7,29,Luke Craig,Batter,"$190,000",4Yr,N/A,N/A,TRUE,2024,22,N/A,Left,Left
2024,7,30,Rafe Perich,Batter,"$175,000",4Yr,N/A,N/A,TRUE,2024,22,N/A,Both,Right
2024,8,1,Davis Diaz,Batter,"$250,000",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,8,2,Nick Conte,Batter,"$157,500",4Yr,N/A,N/A,TRUE,2024,22,N/A,Right,Right
2024,8,3,Luke Jewett,Batter,"$234,200",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,8,4,Aaron Combs,Batter,"$247,500",4Yr,N/A,N/A,TRUE,2024,22,N/A,Right,Right
2024,8,5,Sam Petersen,Batter,"$230,900",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,8,6,Jack Findlay,Batter,"$400,000",4Yr,N/A,N/A,FALSE,2023,21,N/A,Left,Left
2024,8,7,Randy Flores,Batter,"$1,000",4Yr,N/A,N/A,TRUE,2024,23,N/A,Left,Right
2024,8,8,Ryan Lambert,Batter,"$172,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
2024,8,9,Gavin Adams,Batter,"$172,500",4Yr,N/A,N/A,FALSE,2022,21,N/A,Right,Right
2024,8,10,Donovan Zsak,Batter,"$200,000",4Yr,N/A,N/A,TRUE,2024,20,N/A,Left,Left
2024,8,11,Ethan Sloan,Batter,"$27,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Left,Left
2024,8,12,Conrad Cason,Batter,"$1,250,000",HS,N/A,N/A,TRUE,2024,21,N/A,Right,
2024,8,13,Niko Mazza,Batter,"$202,500",4Yr,N/A,N/A,TRUE,2024,22,N/A,Left,Right
2024,8,14,Luke Hayden,Batter,"$197,500",4Yr,N/A,N/A,TRUE,2024,21,N/A,Right,Right
