Year,Rnd,OvPck,Name.cleaned,Name.student,status.cleaned,times.cleaned,status.student,times.student,changed_status,changed_times
2013,17,513,Joey Wagman (minors),Joey Wagman,0,9,2,10,TRUE,TRUE
2013,17,514,Greg Harris (minors),Greg Harris,0,9,2,9,TRUE,FALSE
2013,17,515,Richy Pedroza (minors),Richy Pedroza,0,9,2,9,TRUE,FALSE
2013,17,516,Steven Negron (minors),Steven Negron,2,3,2,2,FALSE,TRUE
2013,18,533,Joe Gunkel (minors),Joe Gunkel,0,9,0,12,FALSE,TRUE
2013,18,538,Brandon Fry (minors),Brandon Fry,0,9,2,9,TRUE,FALSE
2013,18,550,David Gates (minors),David Gates,0,9,2,9,TRUE,FALSE
2013,18,551,Sam Bragg (minors),Sam Bragg,2,8,2,10,FALSE,TRUE
2013,19,559,Scott Firth (minors),Scott Firth,0,9,2,9,TRUE,FALSE
2013,19,560,Jared Wilson (minors),Jared Wilson,0,9,0,12,FALSE,TRUE
2013,19,579,Dylan Rheault (minors),Dylan Rheault,0,9,2,9,TRUE,FALSE
2013,21,617,Jon Kemmer (minors),Jon Kemmer,0,9,2,8,TRUE,TRUE
2013,21,642,Caleb Simpson (minors),Caleb Simpson,0,9,2,11,TRUE,TRUE
2013,22,647,Sebastian Kessay (minors),Sebastian Kessay,0,9,2,11,TRUE,TRUE
2013,22,660,Antonio Alvarez (minors),Antonio Alvarez,2,3,2,2,FALSE,TRUE
2013,22,663,Nolan Earley (minors),Nolan Earley,0,9,2,9,TRUE,FALSE
2013,22,664,Jake Fisher (minors),Jake Fisher,0,9,2,11,TRUE,TRUE
2013,23,684,Javier Reynoso (minors),Javier Reynoso,2,7,0,12,TRUE,TRUE
2013,23,703,Connor Oliver (minors),Connor Oliver,0,9,2,10,TRUE,TRUE
2013,23,705,Narciso Crook (minors),Narciso Crook,0,9,1,10,TRUE,TRUE
2013,24,713,Jantzen Witte (minors),Jantzen Witte,0,9,0,12,FALSE,TRUE
2013,25,753,Alex Powers (minors),Alex Powers,0,9,2,10,TRUE,TRUE
2013,26,787,Kirby Pellant (minors),Kirby Pellant,2,1,2,2,FALSE,TRUE
2013,27,804,Christian Flecha (minors),Christian Flecha,2,8,2,11,FALSE,TRUE
2013,27,812,Tyler Alexander (minors),Tyler Alexander,0,9,0,12,FALSE,TRUE
2013,29,863,Jeff Driskel (minors),Jeff Driskel,2,1,2,2,FALSE,TRUE
2013,30,887,Jorge Perez (minors),Jorge Perez,2,7,2,10,FALSE,TRUE
2013,30,893,Nick Longhi (minors),Nick Longhi,0,9,0,12,FALSE,TRUE
2013,30,897,Rafael Pineda (minors),Rafael Pineda,0,9,2,11,TRUE,TRUE
2013,30,902,Luis Aviles (minors),Luis Aviles,0,9,0,12,FALSE,TRUE
2013,30,906,Ryan Beck (minors),Ryan Beck,2,2,2,1,FALSE,TRUE
2013,32,961,Tyler Viza (minors),Tyler Viza,0,9,0,12,FALSE,TRUE
2013,32,970,John Straka (minors),John Straka,0,9,2,9,TRUE,FALSE
2013,34,1012,Edward Cruz (minors),Edward Cruz,0,9,2,9,TRUE,FALSE
2013,34,1027,Eric Aguilera (minors),Eric Aguilera,0,9,2,9,TRUE,FALSE
2013,34,1032,Rayan Hernandez (minors),Rayan Hernandez,2,7,2,6,FALSE,TRUE
2013,35,1041,Jordan Milbrath (minors),Jordan Milbrath,0,9,2,9,TRUE,FALSE
2013,36,1075,David Harris (minors),David Harris,0,9,0,12,FALSE,TRUE
2013,36,1076,Brandon Brosher (minors),Brandon Brosher,0,9,0,12,FALSE,TRUE
2013,36,1085,Anthony Ray (minors),Anthony Ray,0,9,0,12,FALSE,TRUE
2013,37,1107,Jordan Cowan (minors),Jordan Cowan,0,9,2,10,TRUE,TRUE
2013,39,1157,Juan Santos (minors),Juan Santos,0,9,2,8,TRUE,TRUE
2013,39,1175,Kevin Herget (minors),Kevin Herget,0,9,1,10,TRUE,TRUE
2013,40,1205,Arturo Reyes (minors),Arturo Reyes,2,8,0,12,TRUE,TRUE
2013,40,1210,Sal Mendez (minors),Sal Mendez,0,9,2,9,TRUE,FALSE
2014,1,12,Kodi Medeiros (minors),Kodi Medeiros,0,8,2,9,TRUE,TRUE
2014,1,19,Nick Howard (minors),Nick Howard,0,8,2,10,TRUE,TRUE
2014,1,20,Casey Gillaspie (minors),Casey Gillaspie,0,8,2,9,TRUE,TRUE
2014,1,22,Grant Holmes (minors),Grant Holmes,0,8,1,11,TRUE,TRUE
2014,1,32,Braxton Davidson (minors),Braxton Davidson,0,8,0,11,FALSE,TRUE
2014,1,35,Forrest Wall (minors),Forrest Wall,0,8,1,10,TRUE,TRUE
2014,1,38,Mike Papi (minors),Mike Papi,0,8,2,8,TRUE,FALSE
2014,1,40,Chase Vallot (minors),Chase Vallot,0,8,2,9,TRUE,TRUE
2014,1,41,Jake Gatewood (minors),Jake Gatewood,0,8,0,11,FALSE,TRUE
2014,2,43,Justin Twine (minors),Justin Twine,0,8,2,10,TRUE,TRUE
2014,2,51,Michael Gettys (minors),Michael Gettys,0,8,2,9,TRUE,TRUE
2014,2,53,Joe Gatto (minors),Joe Gatto,0,8,2,9,TRUE,TRUE
2014,2,59,Ti'Quan Forbes (minors),Ti'Quan Forbes,0,8,0,11,FALSE,TRUE
2014,2,61,Grant Hockin (minors),Grant Hockin,0,8,2,9,TRUE,TRUE
2014,2,68,Ronnie Williams (minors),Ronnie Williams,0,8,0,11,FALSE,TRUE
2014,2,69,Marcus Wilson (minors),Marcus Wilson,0,8,1,9,TRUE,TRUE
2014,2,71,Andrew Morales (minors),Andrew Morales,0,8,2,8,TRUE,FALSE
2014,2,73,Trey Supak (minors),Trey Supak,2,6,0,11,TRUE,TRUE
2014,2,74,Gareth Morgan (minors),Gareth Morgan,0,8,2,8,TRUE,FALSE
2014,3,81,Aaron Brown (minors),Aaron Brown,0,8,2,10,TRUE,TRUE
2014,3,83,Nick Wells (minors),Nick Wells,0,8,0,11,FALSE,TRUE
2014,3,84,Milton Ramos (minors),Milton Ramos,0,8,2,10,TRUE,TRUE
2014,3,87,Dylan Davis (minors),Dylan Davis,0,8,2,8,TRUE,FALSE
2014,3,90,Brian Gonzalez (minors),Brian Gonzalez,0,8,2,10,TRUE,TRUE
2014,3,91,Austin DeCarr (minors),Austin DeCarr,0,8,2,10,TRUE,TRUE
2014,3,95,Josh Morgan (minors),Josh Morgan,0,8,0,11,FALSE,TRUE
2014,3,98,John Richy (minors),John Richy,0,8,2,8,TRUE,FALSE
2014,3,103,Jake Cosart (minors),Jake Cosart,0,8,2,8,TRUE,FALSE
2014,4,114,Matt Morgan (minors),Matt Morgan,2,5,2,10,FALSE,TRUE
2014,4,117,Nick Torres (minors),Nicholas Torres,0,8,0,11,FALSE,TRUE
2014,4,119,Jeremy Rhoades (minors),Jeremy Rhoades,0,8,0,11,FALSE,TRUE
2014,4,120,Brent Jones (minors),Brent Jones,0,8,2,9,TRUE,TRUE
2014,4,123,D.J. Burt (minors),D.J. Burt,0,8,0,11,FALSE,TRUE
2014,4,125,Gavin LaValley (minors),Gavin LaValley,0,8,2,9,TRUE,TRUE
2014,4,127,Blake Bivens (minors),Blake Bivens,0,8,2,8,TRUE,FALSE
2014,5,152,Jordan Foley (minors),Jordan Foley,2,6,2,9,FALSE,TRUE
2014,5,157,Michael Russell (minors),Michael Russell,0,8,2,10,TRUE,TRUE
2014,5,159,Jared Walker (minors),Jared Walker,0,8,2,9,TRUE,TRUE
2014,5,164,Josh Ockimey (minors),Josh Ockimey,0,8,2,9,TRUE,TRUE
2014,5,165,Darren Seferina (minors),Darren Seferina,0,8,0,11,FALSE,TRUE
2014,6,166,Brock Dykxhoorn (minors),Brock Dykxhoorn,0,8,0,11,FALSE,TRUE
2014,6,173,Max George (minors),Max George,0,8,2,9,TRUE,TRUE
2014,6,178,Skyler Ewing (minors),Skyler Ewing,0,8,2,8,TRUE,FALSE
2014,6,191,Tyler Eppler (minors),Tyler Eppler,0,8,0,11,FALSE,TRUE
2014,6,192,Trace Loehr (minors),Trace Loehr,0,8,0,11,FALSE,TRUE
2014,6,194,Danny Mars (minors),Danny Mars,0,8,2,9,TRUE,TRUE
2014,6,195,Andrew Sohn (minors),Andrew Sohn,0,8,2,8,TRUE,FALSE
2014,7,197,Anfernee Seymour (minors),Anfernee Seymour,0,8,2,9,TRUE,TRUE
2014,7,200,Andro Cutura (minors),Andro Cutura,0,8,2,8,TRUE,FALSE
2014,7,203,Drew Weeks (minors),Drew Weeks,2,7,2,6,FALSE,TRUE
2014,7,216,Nick Green (minors),Nick Green,0,8,2,10,TRUE,TRUE
2014,7,217,Mike Franco (minors),Mike Franco,0,8,2,8,TRUE,FALSE
2014,7,225,Brian O'Keefe (minors),Brian O'Keefe,0,8,1,9,TRUE,TRUE
2014,8,227,Stone Garrett (minors),Stone Garrett,0,8,1,9,TRUE,TRUE
2014,8,232,Sam McWilliams (minors),Sam McWilliams,0,8,0,11,FALSE,TRUE
2014,8,240,Grant Heyman (minors),Grant Heyman,0,8,2,8,TRUE,FALSE
2014,8,253,Bradley Roney (minors),Bradley Roney,0,8,2,9,TRUE,TRUE
2014,9,257,Ben Holmes (minors),Ben Holmes,0,8,0,11,FALSE,TRUE
2014,9,258,Brian Clark (minors),Brian Clark,0,8,2,8,TRUE,FALSE
2014,9,260,Max Murphy (minors),Max Murphy,0,8,0,11,FALSE,TRUE
2014,9,268,Stetson Woods (minors),Stetson Woods,0,8,2,9,TRUE,TRUE
2014,9,269,Jordan Kipper (minors),Jordan Kipper,0,8,2,9,TRUE,TRUE
2014,9,272,Vicente Conde (minors),Vicente Conde,0,8,2,7,TRUE,TRUE
2014,9,277,Chris Pike (minors),Chris Pike,2,5,2,10,FALSE,TRUE
2014,9,278,Alexis Pantoja (minors),Alexis Pantoja,0,8,0,11,FALSE,TRUE
2014,9,281,Kevin Krause (minors),Kevin Krause,0,8,0,11,FALSE,TRUE
2014,10,286,Jay Gause (minors),Jay Gause,0,8,2,8,TRUE,FALSE
2014,10,290,Randy LeBlanc (minors),Randy LeBlanc,2,7,2,6,FALSE,TRUE
2014,10,297,Thomas Dorminy (minors),Thomas Dorminy,0,8,2,10,TRUE,TRUE
2014,10,298,Matt Gage (minors),Matt Gage,0,8,1,9,TRUE,TRUE
2014,10,301,Jay Gonzalez (minors),Jay Gonzalez,0,8,2,9,TRUE,TRUE
2014,10,314,Cole Sturgeon (minors),Cole Sturgeon,0,8,2,9,TRUE,TRUE
2014,11,317,Nick White (minors),Nick White,0,8,2,8,TRUE,FALSE
2014,11,319,Jordan Brink (minors),Jordan Brink,0,8,2,10,TRUE,TRUE
2014,11,322,Drew Stankiewicz (minors),Drew Stankiewicz,0,8,0,11,FALSE,TRUE
2014,11,338,Jared Robinson (minors),Jared Robinson,0,8,2,8,TRUE,FALSE
2014,11,340,A.J. Ladwig (minors),A.J. Ladwig,0,8,1,9,TRUE,TRUE
2014,11,341,Gage Hinsz (minors),Gage Hinsz,0,8,2,8,TRUE,FALSE
2014,11,343,Luis Gamez (minors),Luis Gamez,0,8,2,10,TRUE,TRUE
2014,12,347,Roy Morales (minors),Roy Morales,0,8,0,11,FALSE,TRUE
2014,12,365,Montrell Marshall (minors),Montrell Marshall,2,6,2,10,FALSE,TRUE
2014,12,373,Patrick Dorrian (minors),Patrick Dorrian,0,8,0,11,FALSE,TRUE
2014,13,376,Jamie Ritchie (minors),Jamie Ritchie,0,8,2,10,TRUE,TRUE
2014,13,379,Kevonte Mitchell (minors),Kevonte Mitchell,0,8,2,9,TRUE,TRUE
2014,13,381,Marvin Gorgas (minors),Marvin Gorgas,2,7,0,11,TRUE,TRUE
2014,13,383,Chris Rabago (minors),Chris Rabago,0,8,2,9,TRUE,TRUE
2014,13,385,Erik Manoah (minors),Erik Manoah,0,8,2,9,TRUE,TRUE
2014,13,386,Kaleb Earls (minors),Kaleb Earls,0,8,2,8,TRUE,FALSE
2014,13,401,Frank Duncan (minors),Frank Duncan,0,8,0,11,FALSE,TRUE
2014,13,405,Matt Pearce (minors),Matt Pearce,2,6,2,5,FALSE,TRUE
2014,14,406,Nick Tanielu (minors),Nick Tanielu,0,8,2,10,TRUE,TRUE
2014,14,407,Zach Sullivan (minors),Zach Sullivan,2,6,2,9,FALSE,TRUE
2014,14,411,Chris Mariscal (minors),Chris Mariscal,0,8,2,8,TRUE,FALSE
2014,14,412,Chase Harris (minors),Chase Harris,0,8,0,11,FALSE,TRUE
2014,14,417,Chris Huffman (minors),Chris Huffman,2,6,2,5,FALSE,TRUE
2014,14,418,Kevin Rivera (minors),Kevin Rivera,2,6,2,5,FALSE,TRUE
2014,14,426,Gio Abreu (minors),Gio Abreu,0,8,2,10,TRUE,TRUE
2014,14,427,Trevor Lubking (minors),Trevor Lubking,0,8,2,9,TRUE,TRUE
2014,14,431,Chase Simpson (minors),Chase Simpson,0,8,2,9,TRUE,TRUE
2014,14,434,Jordan Procyshen (minors),Jordan Procyshen,0,8,2,10,TRUE,TRUE
2014,15,454,Ryan Ripken (minors),Ryan Ripken,0,8,2,8,TRUE,FALSE
2014,15,464,Trenton Kemp (minors),Trenton Kemp,0,8,2,8,TRUE,FALSE
2014,16,473,Roberto Ramos (minors),Roberto Ramos,0,8,0,11,FALSE,TRUE
2014,16,475,Joel Huertas (minors),Joel Huertas,0,8,2,10,TRUE,TRUE
2014,16,483,Manny Olloque (minors),Manny Olloque,0,8,0,11,FALSE,TRUE
2014,16,491,Sam Street (minors),Sam Street,2,7,2,9,FALSE,TRUE
2014,16,492,Jose Brizuela (minors),Jose Brizuela,0,8,2,8,TRUE,FALSE
2014,16,493,Brandon Barker (minors),Brandon Barker,0,8,2,9,TRUE,TRUE
2014,16,494,Michael Gunn (minors),Michael Gunn,0,8,2,9,TRUE,TRUE
2014,17,501,Trey Cochran-Gill (minors),Trey Cochran-Gill,0,8,2,9,TRUE,TRUE
2014,17,502,Damek Tomscha (minors),Damek Tomscha,0,8,2,8,TRUE,FALSE
2014,17,511,Jean Cosme (minors),Jean Cosme,0,8,2,7,TRUE,TRUE
2014,17,514,Alec Keller (minors),Alec Keller,0,8,2,8,TRUE,FALSE
2014,17,524,Jeremy Rivera (minors),Jeremy Rivera,0,8,0,11,FALSE,TRUE
2014,18,528,Tanner Banks (minors),Tanner Banks,0,8,1,9,TRUE,TRUE
2014,18,530,T.J. White (minors),T.J. White,0,8,2,10,TRUE,TRUE
2014,18,543,Alberto Rodriguez (minors),Alberto Rodriguez,0,8,2,9,TRUE,TRUE
2014,18,544,McKenzie Mills (minors),McKenzie Mills,0,8,2,10,TRUE,TRUE
2014,18,549,Clint Freeman (minors),Clint Freeman,0,8,2,10,TRUE,TRUE
2014,18,552,Mike Nolan (minors),Mike Nolan,2,1,2,3,FALSE,TRUE
2014,19,556,Ruben Castro (minors),Ruben Castro,0,8,0,11,FALSE,TRUE
2014,19,557,Mason Davis (minors),Mason Davis,0,8,0,11,FALSE,TRUE
2014,19,559,Brad Markey (minors),Brad Markey,2,6,0,11,TRUE,TRUE
2014,19,578,Argenis Angulo (minors),Argenis Angulo,0,8,2,9,TRUE,TRUE
2014,19,584,Tyler Hill (minors),Tyler Hill,0,8,2,9,TRUE,TRUE
2014,20,606,Isaias Quiroz (minors),Isaias Quiroz,0,8,0,11,FALSE,TRUE
2014,20,608,Gianpaul Gonzalez (minors),Gianpaul Gonzalez,0,8,2,8,TRUE,FALSE
2014,20,612,Koby Gauna (minors),Koby Gauna,0,8,2,8,TRUE,FALSE
2014,20,614,Devon Fisher (minors),Devon Fisher,0,8,2,8,TRUE,FALSE
2014,21,620,Onas Farfan (minors),Onas Farfan,0,8,2,9,TRUE,TRUE
2014,22,669,Bubby Rossman (minors),Bubby Rossman,0,8,1,9,TRUE,TRUE
2014,22,672,Brendan McCurry (minors),Brendan McCurry,2,6,2,9,FALSE,TRUE
2014,23,688,Jordan Johnson (minors),Jordan Johnson,2,6,0,11,TRUE,TRUE
2014,23,693,Eric Sandness (minors),Eric Sandness,2,2,2,9,FALSE,TRUE
2014,24,714,Conor Fisk (minors),Conor Fisk,0,8,2,10,TRUE,TRUE
2014,25,747,Travis Radke (minors),Travis Radke,0,8,2,7,TRUE,TRUE
2014,25,748,Byron Murray (minors),Byron Murray,2,4,2,10,FALSE,TRUE
2014,25,753,Rudy Martin (minors),Rudy Martin,0,8,0,11,FALSE,TRUE
2014,25,763,Kyle Kinman (minors),Kyle Kinman,0,8,2,9,TRUE,TRUE
2014,26,769,Zach Hedges (minors),Zach Hedges,0,8,2,9,TRUE,TRUE
2014,26,785,Brennan Bernardino (minors),Brennan Bernardino,0,8,1,9,TRUE,TRUE
2014,26,787,Cade Gotta (minors),Cade Gotta,0,8,0,11,FALSE,TRUE
2014,26,791,Jerrick Suiter (minors),Jerrick Suiter,2,6,2,8,FALSE,TRUE
2014,27,799,Calvin Graves (minors),Calvin Graves,0,8,2,9,TRUE,TRUE
2014,27,815,Jake Paulson (minors),Jake Paulson,2,7,2,6,FALSE,TRUE
2014,27,817,Grant Kay (minors),Grant Kay,0,8,2,10,TRUE,TRUE
2014,28,832,Tanner Kiest (minors),Tanner Kiest,0,8,0,11,FALSE,TRUE
2014,28,844,Kida De La Cruz (minors),Kida De La Cruz,0,8,2,9,TRUE,TRUE
2014,28,850,Will Kengor (minors),Will Kengor,0,8,2,10,TRUE,TRUE
2014,29,861,Tyler Herb (minors),Tyler Herb,0,8,2,10,TRUE,TRUE
2014,29,863,Logan Sawyer (minors),Logan Sawyer,0,8,2,10,TRUE,TRUE
2014,29,865,Matt Blackham (minors),Matt Blackham,0,8,2,9,TRUE,TRUE
2014,29,871,Patrick Baker (minors),Patrick Baker,0,8,2,9,TRUE,TRUE
2014,29,875,Michael Sullivan (minors),Michael Sullivan,2,3,2,9,FALSE,TRUE
2014,29,882,Cody Stull (minors),Cody Stull,2,7,2,6,FALSE,TRUE
2014,29,885,Bryan Dobzanski (minors),Bryan Dobzanski,0,8,2,8,TRUE,FALSE
2014,30,888,Marc Flores (minors),Marc Flores,0,8,0,11,FALSE,TRUE
2014,30,894,Kevin Garcia (minors),Kevin Garcia,0,8,0,11,FALSE,TRUE
2014,30,904,Tyler Mapes (minors),Tyler Mapes,2,7,2,6,FALSE,TRUE
2014,31,936,John Fasola (minors),John Fasola,0,8,2,8,TRUE,FALSE
2014,31,938,Dominic DeMasi (minors),Dominic DeMasi,2,6,2,9,FALSE,TRUE
2014,31,943,Sal Giardina (minors),Sal Giardina,0,8,2,8,TRUE,FALSE
2014,33,976,Edwin Medina (minors),Edwin Medina,2,3,2,2,FALSE,TRUE
2014,33,993,DonAndre Clark (minors),DonAndre Clark,0,8,2,8,TRUE,FALSE
2014,33,995,Jose Lopez (minors),Jose Lopez,2,1,2,5,FALSE,TRUE
2014,36,1066,Justin Ferrell (minors),Justin Ferrell,0,8,2,10,TRUE,TRUE
2014,36,1086,Cody Chartrand (minors),Cody Chartrand,2,1,2,6,FALSE,TRUE
2014,37,1119,Karch Kowalczyk (minors),Karch Kowalczyk,0,8,2,10,TRUE,TRUE
2014,38,1131,Taylor Zeutenhorst (minors),Taylor Zeutenhorst,0,8,2,8,TRUE,FALSE
2014,38,1150,Magglio Ordonez (minors),Magglio Ordonez,2,2,2,9,FALSE,TRUE
2014,39,1165,Arnaldo Berrios (minors),Arnaldo Berrios,2,6,2,4,FALSE,TRUE
2014,39,1177,Blake Grant-Parks (minors),Blake Grant-Parks,0,8,0,11,FALSE,TRUE
2015,1,6,Tyler Jay (minors),Tyler Jay,2,5,1,10,TRUE,TRUE
2015,1,10,Cornelius Randolph (minors),Cornelius Randolph,0,7,0,10,FALSE,TRUE
2015,1,13,Garrett Whitley (minors),Garrett Whitley,0,7,2,9,TRUE,TRUE
2015,1,21,Ashe Russell (minors),Ashe Russell,0,7,2,7,TRUE,FALSE
2015,1,23,Nick Plummer (minors),Nick Plummer,0,7,1,8,TRUE,TRUE
2015,1,29,Jon Harris (minors),Jon Harris,0,7,2,8,TRUE,TRUE
2015,1,30,Kyle Holder (minors),Kyle Holder,0,7,2,8,TRUE,TRUE
2015,1,33,Nolan Watson (minors),Nolan Watson,0,7,0,10,FALSE,TRUE
2015,1,40,Nathan Kirby (minors),Nathan Kirby,0,7,2,8,TRUE,TRUE
2015,2,45,Eric Jenkins (minors),Eric Jenkins,0,7,2,9,TRUE,TRUE
2015,2,47,Donnie Dewees (minors),Donnie Dewees,2,6,2,8,FALSE,TRUE
2015,2,51,Austin Smith (minors),Austin Smith,0,7,2,8,TRUE,TRUE
2015,2,52,Chris Betts (minors),Chris Betts,0,7,2,8,TRUE,TRUE
2015,2,53,Desmond Lindsay (minors),Desmond Lindsay,0,7,2,7,TRUE,FALSE
2015,2,59,Juan Hillman (minors),Juan Hillman,0,7,0,10,FALSE,TRUE
2015,2,63,Mikey White (minors),Mikey White,0,7,2,7,TRUE,FALSE
2015,2,66,Bryce Denton (minors),Bryce Denton,0,7,2,7,TRUE,FALSE
2015,2,69,Blake Perkins (minors),Blake Perkins,0,7,1,9,TRUE,TRUE
2015,3,77,Javier Medina (minors),Javier Medina,2,4,2,9,FALSE,TRUE
2015,3,79,Riley Ferrell (minors),Riley Ferrell,0,7,2,8,TRUE,TRUE
2015,3,81,Austin Rei (minors),Austin Rei,0,7,2,8,TRUE,TRUE
2015,3,82,Bryan Hudson (minors),Bryan Hudson,0,7,1,9,TRUE,TRUE
2015,3,90,Nash Walters (minors),Nash Walters,0,7,1,8,TRUE,TRUE
2015,3,91,Justin Maese (minors),Justin Maese,0,7,2,9,TRUE,TRUE
2015,3,92,Drew Finley (minors),Drew Finley,0,7,2,7,TRUE,FALSE
2015,3,95,Jalen Miller (minors),Jalen Miller,0,7,0,10,FALSE,TRUE
2015,3,97,Dakota Chalmers (minors),Dakota Chalmers,0,7,0,10,FALSE,TRUE
2015,3,98,Anderson Miller (minors),Anderson Miller,0,7,2,8,TRUE,TRUE
2015,3,101,Phil Pfeifer (minors),Phil Pfeifer,0,7,2,8,TRUE,TRUE
2015,3,103,Rhett Wiseman (minors),Rhett Wiseman,0,7,2,7,TRUE,FALSE
2015,4,106,Breckin Williams (minors),Breckin Williams,0,7,2,7,TRUE,FALSE
2015,4,107,David Hill (minors),David Hill,0,7,2,7,TRUE,FALSE
2015,4,108,Jacob Lemoine (minors),Jacob Lemoine,0,7,1,8,TRUE,TRUE
2015,4,110,Trey Cabbage (minors),Trey Cabbage,0,7,1,9,TRUE,TRUE
2015,4,111,Tate Matheny (minors),Tate Matheny,0,7,2,7,TRUE,FALSE
2015,4,112,Zack Erwin (minors),Zack Erwin,0,7,2,8,TRUE,TRUE
2015,4,113,D.J. Wilson (minors),D.J. Wilson,0,7,2,7,TRUE,FALSE
2015,4,114,Kyle Martin (minors),Kyle Martin,0,7,0,10,FALSE,TRUE
2015,4,115,Miles Gordon (minors),Miles Gordon,0,7,2,8,TRUE,TRUE
2015,4,118,Brandon Koch (minors),Brandon Koch,0,7,2,9,TRUE,TRUE
2015,4,119,David Thompson (minors),David Thompson,0,7,2,8,TRUE,TRUE
2015,4,120,Josh Graham (minors),Josh Graham,0,7,2,8,TRUE,TRUE
2015,4,121,Demi Orimoloye (minors),Demi Orimoloye,0,7,2,7,TRUE,FALSE
2015,4,124,Tyler Krieger (minors),Tyler Krieger,0,7,2,8,TRUE,TRUE
2015,4,126,Mac Marshall (minors),Mac Marshall,0,7,2,7,TRUE,FALSE
2015,4,129,Garrett Davila (minors),Garrett Davila,0,7,0,10,FALSE,TRUE
2015,4,130,Kade Scivicque (minors),Kade Scivicque,2,6,2,5,FALSE,TRUE
2015,5,138,Chad Smith (minors),Chad Smith,2,5,0,10,TRUE,TRUE
2015,5,141,Jagger Rusconi (minors),Jagger Rusconi,0,7,2,8,TRUE,TRUE
2015,5,142,Jordan Stephens (minors),Jordan Stephens,0,7,2,8,TRUE,TRUE
2015,5,143,Ryan Kellogg (minors),Ryan Kellogg,0,7,2,8,TRUE,TRUE
2015,5,145,Ian Kahaloa (minors),Ian Kahaloa,2,5,0,10,TRUE,TRUE
2015,5,150,Ryan Clark (minors),Ryan Clark,0,7,2,9,TRUE,TRUE
2015,5,151,Blake Allemand (minors),Blake Allemand,0,7,2,7,TRUE,FALSE
2015,5,152,Jose Espada (minors),Jose Espada,0,7,1,9,TRUE,TRUE
2015,5,160,Cam Gibson (minors),Cam Gibson,0,7,2,6,TRUE,TRUE
2015,5,162,Brendon Davis (minors),Brendon Davis,0,7,1,8,TRUE,TRUE
2015,6,167,Jack Wynkoop (minors),Jack Wynkoop,0,7,2,7,TRUE,FALSE
2015,6,168,Tyler Ferguson (minors),Tyler Ferguson,0,7,1,10,TRUE,TRUE
2015,6,177,Jordan Guerrero (minors),Jordan Guerrero,0,7,2,9,TRUE,TRUE
2015,6,179,Chase Ingram (minors),Chase Ingram,0,7,2,7,TRUE,FALSE
2015,6,180,Matt Withrow (minors),Matt Withrow,0,7,2,7,TRUE,FALSE
2015,6,183,Brandon Wagner (minors),Brandon Wagner,0,7,2,8,TRUE,TRUE
2015,6,185,Kyle Wilcox (minors),Kyle Wilcox,2,5,0,10,TRUE,TRUE
2015,6,188,Bubba Derby (minors),Bubba Derby,0,7,2,8,TRUE,TRUE
2015,7,204,Luke Leftwich (minors),Luke Leftwich,0,7,2,7,TRUE,FALSE
2015,7,214,Nathan Lukes (minors),Nathan Lukes,0,7,1,9,TRUE,TRUE
2015,7,217,Mitchell Tolman (minors),Mitchell Tolman,0,7,2,9,TRUE,TRUE
2015,7,218,Kyle Friedrichs (minors),Kyle Friedrichs,0,7,2,7,TRUE,FALSE
2015,7,219,Gabriel Cancel (minors),Gabriel Cancel,0,7,0,10,FALSE,TRUE
2015,7,223,Gray Fenter (minors),Gray Fenter,0,7,2,9,TRUE,TRUE
2015,8,228,Blake Bass (minors),Blake Bass,0,7,2,7,TRUE,FALSE
2015,8,230,Kolton Kendrick (minors),Kolton Kendrick,0,7,2,8,TRUE,TRUE
2015,8,235,Mitch Piatnik (minors),Mitch Piatnik,0,7,2,9,TRUE,TRUE
2015,8,237,Aldemar Burgos (minors),Aldemar Burgos,0,7,2,9,TRUE,TRUE
2015,8,238,Reece Karalus (minors),Reece Karalus,0,7,2,7,TRUE,FALSE
2015,8,240,Ryan Lawlor (minors),Ryan Lawlor,0,7,2,8,TRUE,TRUE
2015,8,241,Nate Griep (minors),Nate Griep,0,7,0,10,FALSE,TRUE
2015,8,242,Danny Young (minors),Danny Young,0,7,1,8,TRUE,TRUE
2015,8,243,Donny Sands (minors),Donny Sands,0,7,1,8,TRUE,TRUE
2015,8,246,Cory Taylor (minors),Cory Taylor,2,6,2,8,FALSE,TRUE
2015,8,251,Ian Oxnevad (minors),Ian Oxnevad,0,7,0,10,FALSE,TRUE
2015,8,253,Seamus Curran (minors),Seamus Curran,0,7,2,7,TRUE,FALSE
2015,9,266,Reilly Hovis (minors),Reilly Hovis,0,7,2,8,TRUE,TRUE
2015,9,267,Jerry Keel (minors),Jerry Keel,0,7,2,8,TRUE,TRUE
2015,9,271,Karsen Lindell (minors),Karsen Lindell,0,7,2,7,TRUE,FALSE
2015,9,272,Connor Panas (minors),Connor Panas,0,7,0,10,FALSE,TRUE
2015,9,277,Bret Helton (minors),Bret Helton,0,7,2,8,TRUE,TRUE
2015,9,283,Jaylen Ferguson (minors),Jaylen Ferguson,0,7,2,7,TRUE,FALSE
2015,10,294,Josh Tobias (minors),Josh Tobias,2,6,2,5,FALSE,TRUE
2015,10,303,James Reeves (minors),James Reeves,0,7,2,9,TRUE,TRUE
2015,10,305,Darin Gillies (minors),Darin Gillies,0,7,2,8,TRUE,TRUE
2015,10,306,Tyler Cyr (minors),Tyler Cyr,0,7,1,8,TRUE,TRUE
